Country,Code,Date,Vax_Rate,Index,Region,Income_group
Myanmar,MMR,2021-12,58.13,130,East Asia & Pacific,Lower middle income
Uruguay,URY,2021-12,200.06,203,Latin America & Caribbean,High income
Samoa,WSM,2021-12,131.5,212,East Asia & Pacific,Lower middle income
Vanuatu,VUT,2021-12,46.94,211,East Asia & Pacific,Lower middle income
Armenia,ARM,2021-12,52.11,7,Europe & Central Asia,Upper middle income
Ecuador,ECU,2021-12,154.1,56,Latin America & Caribbean,Upper middle income
Canada,CAN,2021-12,179.75,32,North America,High income
New Zealand,NZL,2021-12,159.67,148,East Asia & Pacific,High income
United States,USA,2021-12,155.84,204,North America,High income
Curacao,CUW,2021-12,131.42,46,Latin America & Caribbean,High income
Mozambique,MOZ,2021-12,45.76,134,Sub-Saharan Africa,Low income
Sint Maarten (Dutch part),SXM,2021-12,120.21,184,Latin America & Caribbean,High income
Saint Lucia,LCA,2021-12,56.87,111,Latin America & Caribbean,Upper middle income
Greece,GRC,2021-12,168.45,76,Europe & Central Asia,High income
Guatemala,GTM,2021-12,61.98,79,Latin America & Caribbean,Upper middle income
Zimbabwe,ZWE,2021-12,47.96,217,Sub-Saharan Africa,Lower middle income
El Salvador,SLV,2021-12,147.59,173,Latin America & Caribbean,Lower middle income
Singapore,SGP,2021-12,211.63,170,East Asia & Pacific,High income
Yemen,YEM,2021-12,1.79,214,Middle East & North Africa,Low income
United Arab Emirates,ARE,2021-12,224.27,5,Middle East & North Africa,High income
United Kingdom,GBR,2021-12,195.15,68,Europe & Central Asia,High income
Romania,ROU,2021-12,82.69,164,Europe & Central Asia,Upper middle income
Macao,MAC,2021-12,147.46,118,East Asia & Pacific,High income
Brazil,BRA,2021-12,154.75,26,Latin America & Caribbean,Upper middle income
Kiribati,KIR,2021-12,67.69,103,East Asia & Pacific,Lower middle income
Bulgaria,BGR,2021-12,53.61,18,Europe & Central Asia,Upper middle income
Trinidad and Tobago,TTO,2021-12,100.36,195,Latin America & Caribbean,High income
Burkina Faso,BFA,2021-12,4.9,16,Sub-Saharan Africa,Low income
Germany,DEU,2021-12,179.13,50,Europe & Central Asia,High income
Tanzania,TZA,2021-12,2.76,200,Sub-Saharan Africa,Lower middle income
Qatar,QAT,2021-12,177.22,163,Middle East & North Africa,High income
Chile,CHL,2021-12,230.36,35,Latin America & Caribbean,High income
Colombia,COL,2021-12,126.08,41,Latin America & Caribbean,Upper middle income
Georgia,GEO,2021-12,63.14,69,Europe & Central Asia,Upper middle income
Cambodia,KHM,2021-12,179.53,102,East Asia & Pacific,Lower middle income
Turkey,TUR,2021-12,154.2,197,Europe & Central Asia,Upper middle income
France,FRA,2021-12,183.92,64,Europe & Central Asia,High income
Malta,MLT,2021-12,207.76,129,Middle East & North Africa,High income
Hong Kong,HKG,2021-12,131.42,82,East Asia & Pacific,High income
Nepal,NPL,2021-12,74.1,146,South Asia,Lower middle income
Norway,NOR,2021-12,178.93,145,Europe & Central Asia,High income
Belgium,BEL,2021-12,186.64,14,Europe & Central Asia,High income
Montenegro,MNE,2021-12,101.03,131,Europe & Central Asia,Upper middle income
Peru,PER,2021-12,152.48,152,Latin America & Caribbean,Upper middle income
Guinea-Bissau,GNB,2021-12,20.54,74,Sub-Saharan Africa,Low income
Sao Tome and Principe,STP,2021-12,61.61,178,Sub-Saharan Africa,Lower middle income
Saint Vincent and the Grenadines,VCT,2021-12,55,206,Latin America & Caribbean,Upper middle income
Poland,POL,2021-12,124.32,156,Europe & Central Asia,High income
Haiti,HTI,2021-12,1.71,85,Latin America & Caribbean,Lower middle income
Estonia,EST,2021-12,136.51,60,Europe & Central Asia,High income
Croatia,HRV,2021-12,115.76,84,Europe & Central Asia,High income
South Korea,KOR,2021-12,202.5,105,East Asia & Pacific,High income
Burundi,BDI,2021-12,0.05,13,Sub-Saharan Africa,Low income
Bangladesh,BGD,2021-12,64.08,17,South Asia,Lower middle income
Panama,PAN,2021-12,140.51,151,Latin America & Caribbean,Upper middle income
Chad,TCD,2021-12,1.63,188,Sub-Saharan Africa,Low income
Azerbaijan,AZE,2021-12,110.71,12,Europe & Central Asia,Upper middle income
British Virgin Islands,VGB,2021-12,115.81,208,Latin America & Caribbean,High income
Slovenia,SVN,2021-12,132.88,181,Europe & Central Asia,High income
Zambia,ZMB,2021-12,8.82,216,Sub-Saharan Africa,Lower middle income
Guyana,GUY,2021-12,90.56,81,Latin America & Caribbean,Upper middle income
Albania,ALB,2021-12,79.58,3,Europe & Central Asia,Upper middle income
Russia,RUS,2021-12,100.17,165,Europe & Central Asia,Upper middle income
Czechia,CZE,2021-12,144.38,49,Europe & Central Asia,High income
Malaysia,MYS,2021-12,176.27,138,East Asia & Pacific,Upper middle income
Austria,AUT,2021-12,183.22,11,Europe & Central Asia,High income
Iran,IRN,2021-12,136.67,91,Middle East & North Africa,Lower middle income
Iraq,IRQ,2021-12,34.34,92,Middle East & North Africa,Upper middle income
Comoros,COM,2021-12,59.33,42,Sub-Saharan Africa,Lower middle income
Jordan,JOR,2021-12,80.49,97,Middle East & North Africa,Upper middle income
Angola,AGO,2021-12,32.9,2,Sub-Saharan Africa,Lower middle income
Uganda,UGA,2021-12,20.72,201,Sub-Saharan Africa,Low income
French Polynesia,PYF,2021-12,116.48,162,East Asia & Pacific,High income
Rwanda,RWA,2021-12,94.82,166,Sub-Saharan Africa,Low income
Sudan,SDN,2021-12,7.3,168,Sub-Saharan Africa,Low income
Sri Lanka,LKA,2021-12,157.42,113,South Asia,Lower middle income
Venezuela,VEN,2021-12,104.68,207,Latin America & Caribbean,
Antigua and Barbuda,ATG,2021-12,122.71,9,Latin America & Caribbean,High income
Finland,FIN,2021-12,173.33,62,Europe & Central Asia,High income
Kuwait,KWT,2021-12,160.12,106,Middle East & North Africa,High income
Botswana,BWA,2021-12,42.91,30,Sub-Saharan Africa,Upper middle income
Sweden,SWE,2021-12,170.99,182,Europe & Central Asia,High income
Egypt,EGY,2021-12,50.66,57,Middle East & North Africa,Lower middle income
Mauritania,MRT,2021-12,40.57,135,Sub-Saharan Africa,Lower middle income
Fiji,FJI,2021-12,140.33,63,East Asia & Pacific,Upper middle income
Sierra Leone,SLE,2021-12,9.15,172,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,2021-12,31.21,75,Sub-Saharan Africa,Upper middle income
San Marino,SMR,2021-12,158.61,174,Europe & Central Asia,High income
Serbia,SRB,2021-12,119.91,176,Europe & Central Asia,Upper middle income
Papua New Guinea,PNG,2021-12,5.47,155,East Asia & Pacific,Lower middle income
Kenya,KEN,2021-12,17.94,100,Sub-Saharan Africa,Lower middle income
Belize,BLZ,2021-12,104.09,23,Latin America & Caribbean,Lower middle income
Honduras,HND,2021-12,95.29,83,Latin America & Caribbean,Lower middle income
Latvia,LVA,2021-12,136.88,117,Europe & Central Asia,High income
Bermuda,BMU,2021-12,177.69,24,North America,High income
Jamaica,JAM,2021-12,40.65,96,Latin America & Caribbean,Upper middle income
Ukraine,UKR,2021-12,65.47,202,Europe & Central Asia,Lower middle income
Kyrgyzstan,KGZ,2021-12,34.02,101,Europe & Central Asia,Lower middle income
Saint Kitts and Nevis,KNA,2021-12,101.32,104,Latin America & Caribbean,High income
Taiwan,TWN,2021-12,145.98,199,East Asia & Pacific,High income
Laos,LAO,2021-12,79,107,East Asia & Pacific,Lower middle income
Faeroe Islands,FRO,2021-12,196.19,65,Europe & Central Asia,High income
Japan,JPN,2021-12,158.35,98,East Asia & Pacific,High income
Switzerland,CHE,2021-12,158.87,33,Europe & Central Asia,High income
Greenland,GRL,2021-12,138.04,78,Europe & Central Asia,High income
Liechtenstein,LIE,2021-12,164.72,112,Europe & Central Asia,High income
Malawi,MWI,2021-12,9.05,137,Sub-Saharan Africa,Low income
India,IND,2021-12,103.98,89,South Asia,Lower middle income
Lithuania,LTU,2021-12,153.34,115,Europe & Central Asia,High income
Lesotho,LSO,2021-12,39.74,114,Sub-Saharan Africa,Lower middle income
Thailand,THA,2021-12,150.31,190,East Asia & Pacific,Upper middle income
Liberia,LBR,2021-12,11.7,109,Sub-Saharan Africa,Low income
Luxembourg,LUX,2021-12,168.93,116,Europe & Central Asia,High income
Cyprus,CYP,2021-12,166.98,48,Europe & Central Asia,High income
Syria,SYR,2021-12,9.51,186,Middle East & North Africa,Low income
Saudi Arabia,SAU,2021-12,143.62,167,Middle East & North Africa,High income
Libya,LBY,2021-12,38.28,110,Middle East & North Africa,Upper middle income
Senegal,SEN,2021-12,11.07,169,Sub-Saharan Africa,Lower middle income
Tunisia,TUN,2021-12,101.53,196,Middle East & North Africa,Lower middle income
Palestine,PSE,2021-12,63.49,161,Middle East & North Africa,Lower middle income
Uzbekistan,UZB,2021-12,115.03,205,Europe & Central Asia,Lower middle income
Ghana,GHA,2021-12,24.44,70,Sub-Saharan Africa,Lower middle income
Afghanistan,AFG,2021-12,11.73,1,South Asia,Low income
Oman,OMN,2021-12,115.75,149,Middle East & North Africa,High income
Gambia,GMB,2021-12,11.85,73,Sub-Saharan Africa,Low income
Pakistan,PAK,2021-12,68.15,150,South Asia,Lower middle income
Tonga,TON,2021-12,121.99,194,East Asia & Pacific,Upper middle income
Nicaragua,NIC,2021-12,116.15,143,Latin America & Caribbean,Lower middle income
Guinea,GIN,2021-12,21.87,72,Sub-Saharan Africa,Low income
Iceland,ISL,2021-12,193.89,93,Europe & Central Asia,High income
Spain,ESP,2021-12,178.63,59,Europe & Central Asia,High income
Hungary,HUN,2021-12,156.47,86,Europe & Central Asia,High income
Timor,TLS,2021-12,84.98,193,East Asia & Pacific,Lower middle income
Togo,TGO,2021-12,28.04,189,Sub-Saharan Africa,Low income
Bahamas,BHS,2021-12,75.64,20,Latin America & Caribbean,High income
South Sudan,SSD,2021-12,2.36,177,Sub-Saharan Africa,Low income
New Caledonia,NCL,2021-12,122.94,140,East Asia & Pacific,High income
Netherlands,NLD,2021-12,162.94,144,Europe & Central Asia,High income
Namibia,NAM,2021-12,23.74,139,Sub-Saharan Africa,Upper middle income
Somalia,SOM,2021-12,8.89,175,Sub-Saharan Africa,Low income
Portugal,PRT,2021-12,189.54,159,Europe & Central Asia,High income
Morocco,MAR,2021-12,134.6,120,Middle East & North Africa,Lower middle income
Nigeria,NGA,2021-12,6.74,142,Sub-Saharan Africa,Lower middle income
Belarus,BLR,2021-12,76.44,22,Europe & Central Asia,Upper middle income
Andorra,AND,2021-12,151.57,4,Europe & Central Asia,High income
Cameroon,CMR,2021-12,3.75,38,Sub-Saharan Africa,Lower middle income
Vietnam,VNM,2021-12,150.96,210,East Asia & Pacific,Lower middle income
Democratic Republic of Congo,COD,2021-12,0.32,39,Sub-Saharan Africa,Low income
Cote d'Ivoire,CIV,2021-12,17.79,37,Sub-Saharan Africa,Lower middle income
Eswatini,SWZ,2021-12,34.09,183,Sub-Saharan Africa,Lower middle income
Suriname,SUR,2021-12,82.76,179,Latin America & Caribbean,Upper middle income
Costa Rica,CRI,2021-12,150.93,44,Latin America & Caribbean,Upper middle income
Solomon Islands,SLB,2021-12,33.51,171,East Asia & Pacific,Lower middle income
Kazakhstan,KAZ,2021-12,92.02,99,Europe & Central Asia,Upper middle income
Maldives,MDV,2021-12,145.26,124,South Asia,Upper middle income
Mali,MLI,2021-12,5.07,128,Sub-Saharan Africa,Low income
Mexico,MEX,2021-12,114.15,125,Latin America & Caribbean,Upper middle income
Congo,COG,2021-12,12.13,40,Sub-Saharan Africa,Lower middle income
North Macedonia,MKD,2021-12,83.61,127,Europe & Central Asia,Upper middle income
Ethiopia,ETH,2021-12,9.26,61,Sub-Saharan Africa,Low income
Niger,NER,2021-12,3.83,141,Sub-Saharan Africa,Low income
Bhutan,BTN,2021-12,148.08,29,South Asia,Lower middle income
Brunei,BRN,2021-12,179.04,28,East Asia & Pacific,High income
Paraguay,PRY,2021-12,91.98,160,Latin America & Caribbean,Upper middle income
Bahrain,BHR,2021-12,184.27,19,Middle East & North Africa,High income
Lebanon,LBN,2021-12,64.7,108,Middle East & North Africa,Upper middle income
Gabon,GAB,2021-12,17.24,67,Sub-Saharan Africa,Upper middle income
Italy,ITA,2021-12,184.43,95,Europe & Central Asia,High income
Bosnia and Herzegovina,BIH,2021-12,47.61,21,Europe & Central Asia,Upper middle income
Algeria,DZA,2021-12,27.88,55,Middle East & North Africa,Lower middle income
Turks and Caicos Islands,TCA,2021-12,143.64,187,Latin America & Caribbean,High income
Isle of Man,IMN,2021-12,208.19,88,Europe & Central Asia,High income
Denmark,DNK,2021-12,208.11,53,Europe & Central Asia,High income
China,CHN,2021-12,195.5,36,East Asia & Pacific,Upper middle income
Indonesia,IDN,2021-12,99.42,87,East Asia & Pacific,Lower middle income
Dominica,DMA,2021-12,78.39,52,Latin America & Caribbean,Upper middle income
Israel,ISR,2021-12,180.45,94,Middle East & North Africa,High income
Bolivia,BOL,2021-12,82.46,25,Latin America & Caribbean,Lower middle income
Seychelles,SYC,2021-12,185.49,185,Sub-Saharan Africa,High income
Cape Verde,CPV,2021-12,99.17,43,Sub-Saharan Africa,Lower middle income
Benin,BEN,2021-12,13.08,15,Sub-Saharan Africa,Lower middle income
Monaco,MCO,2021-12,164.83,121,Europe & Central Asia,High income
Ireland,IRL,2021-12,197.06,90,Europe & Central Asia,High income
Gibraltar,GIB,2021-12,321,71,Europe & Central Asia,High income
Mauritius,MUS,2021-12,159.95,136,Sub-Saharan Africa,Upper middle income
Dominican Republic,DOM,2021-12,128.6,54,Latin America & Caribbean,Upper middle income
Cayman Islands,CYM,2021-12,196.41,47,Latin America & Caribbean,High income
Tajikistan,TJK,2021-12,64.49,191,Europe & Central Asia,Lower middle income
Cambodia,KHM,2022-01,195.59,102,East Asia & Pacific,Lower middle income
United Kingdom,GBR,2022-01,202.54,68,Europe & Central Asia,High income
Nauru,NRU,2022-01,139.13,147,East Asia & Pacific,High income
Barbados,BRB,2022-01,106.14,27,Latin America & Caribbean,High income
Yemen,YEM,2022-01,2.44,214,Middle East & North Africa,Low income
Sri Lanka,LKA,2022-01,166.17,113,South Asia,Lower middle income
Democratic Republic of Congo,COD,2022-01,0.51,39,Sub-Saharan Africa,Low income
Vietnam,VNM,2022-01,184.5,210,East Asia & Pacific,Lower middle income
Cameroon,CMR,2022-01,3.76,38,Sub-Saharan Africa,Lower middle income
Macao,MAC,2022-01,157.85,118,East Asia & Pacific,High income
Venezuela,VEN,2022-01,123.16,207,Latin America & Caribbean,
Brazil,BRA,2022-01,169.4,26,Latin America & Caribbean,Upper middle income
Cote d'Ivoire,CIV,2022-01,28.06,37,Sub-Saharan Africa,Lower middle income
Estonia,EST,2022-01,144.9,60,Europe & Central Asia,High income
Eswatini,SWZ,2022-01,39.25,183,Sub-Saharan Africa,Lower middle income
Slovenia,SVN,2022-01,140.26,181,Europe & Central Asia,High income
Maldives,MDV,2022-01,154.57,124,South Asia,Upper middle income
Haiti,HTI,2022-01,1.94,85,Latin America & Caribbean,Lower middle income
Djibouti,DJI,2022-01,14.68,51,Middle East & North Africa,Lower middle income
Solomon Islands,SLB,2022-01,38.5,171,East Asia & Pacific,Lower middle income
Algeria,DZA,2022-01,29.08,55,Middle East & North Africa,Lower middle income
Andorra,AND,2022-01,181.24,4,Europe & Central Asia,High income
Russia,RUS,2022-01,105.8,165,Europe & Central Asia,Upper middle income
Sudan,SDN,2022-01,8.27,168,Sub-Saharan Africa,Low income
Mongolia,MNG,2022-01,163.61,132,East Asia & Pacific,Lower middle income
China,CHN,2022-01,207.76,36,East Asia & Pacific,Upper middle income
Malaysia,MYS,2022-01,193.83,138,East Asia & Pacific,Upper middle income
Suriname,SUR,2022-01,84.05,179,Latin America & Caribbean,Upper middle income
Nepal,NPL,2022-01,106.63,146,South Asia,Lower middle income
Costa Rica,CRI,2022-01,161.81,44,Latin America & Caribbean,Upper middle income
Indonesia,IDN,2022-01,99.42,87,East Asia & Pacific,Lower middle income
Portugal,PRT,2022-01,211.48,159,Europe & Central Asia,High income
Samoa,WSM,2022-01,132.62,212,East Asia & Pacific,Lower middle income
Sweden,SWE,2022-01,187.07,182,Europe & Central Asia,High income
Kuwait,KWT,2022-01,168.92,106,Middle East & North Africa,High income
Finland,FIN,2022-01,198.4,62,Europe & Central Asia,High income
Gabon,GAB,2022-01,21.91,67,Sub-Saharan Africa,Upper middle income
Egypt,EGY,2022-01,61.03,57,Middle East & North Africa,Lower middle income
Benin,BEN,2022-01,15.24,15,Sub-Saharan Africa,Lower middle income
Turkey,TUR,2022-01,166.71,197,Europe & Central Asia,Upper middle income
Albania,ALB,2022-01,87.84,3,Europe & Central Asia,Upper middle income
Mauritania,MRT,2022-01,51.57,135,Sub-Saharan Africa,Lower middle income
Trinidad and Tobago,TTO,2022-01,105.41,195,Latin America & Caribbean,High income
Fiji,FJI,2022-01,141.67,63,East Asia & Pacific,Upper middle income
Sierra Leone,SLE,2022-01,11.35,172,Sub-Saharan Africa,Low income
Tajikistan,TJK,2022-01,85.19,191,Europe & Central Asia,Lower middle income
France,FRA,2022-01,202.81,64,Europe & Central Asia,High income
Antigua and Barbuda,ATG,2022-01,123.79,9,Latin America & Caribbean,High income
Vanuatu,VUT,2022-01,56.75,211,East Asia & Pacific,Lower middle income
Equatorial Guinea,GNQ,2022-01,31.43,75,Sub-Saharan Africa,Upper middle income
San Marino,SMR,2022-01,186.32,174,Europe & Central Asia,High income
Czechia,CZE,2022-01,159.08,49,Europe & Central Asia,High income
Georgia,GEO,2022-01,68.17,69,Europe & Central Asia,Upper middle income
Malta,MLT,2022-01,235.1,129,Middle East & North Africa,High income
Serbia,SRB,2022-01,122.22,176,Europe & Central Asia,Upper middle income
Libya,LBY,2022-01,43.16,110,Middle East & North Africa,Upper middle income
Germany,DEU,2022-01,197.15,50,Europe & Central Asia,High income
Kenya,KEN,2022-01,22.02,100,Sub-Saharan Africa,Lower middle income
Lebanon,LBN,2022-01,72.42,108,Middle East & North Africa,Upper middle income
Senegal,SEN,2022-01,11.19,169,Sub-Saharan Africa,Lower middle income
Bulgaria,BGR,2022-01,60.28,18,Europe & Central Asia,Upper middle income
Sint Maarten (Dutch part),SXM,2022-01,138.41,184,Latin America & Caribbean,High income
Belarus,BLR,2022-01,106.2,22,Europe & Central Asia,Upper middle income
United Arab Emirates,ARE,2022-01,235.1,5,Middle East & North Africa,High income
Azerbaijan,AZE,2022-01,117.39,12,Europe & Central Asia,Upper middle income
Kazakhstan,KAZ,2022-01,94.41,99,Europe & Central Asia,Upper middle income
Norway,NOR,2022-01,201.57,145,Europe & Central Asia,High income
Argentina,ARG,2022-01,194.41,6,Latin America & Caribbean,Upper middle income
Iceland,ISL,2022-01,208.37,93,Europe & Central Asia,High income
Cape Verde,CPV,2022-01,105.26,43,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,2022-01,129.2,143,Latin America & Caribbean,Lower middle income
New Zealand,NZL,2022-01,184.55,148,East Asia & Pacific,High income
Monaco,MCO,2022-01,164.83,121,Europe & Central Asia,High income
Guinea,GIN,2022-01,34.62,72,Sub-Saharan Africa,Low income
Gambia,GMB,2022-01,14.07,73,Sub-Saharan Africa,Low income
Romania,ROU,2022-01,85.82,164,Europe & Central Asia,Upper middle income
Myanmar,MMR,2022-01,74.72,130,East Asia & Pacific,Lower middle income
Pakistan,PAK,2022-01,76.75,150,South Asia,Lower middle income
Canada,CAN,2022-01,204.05,32,North America,High income
Oman,OMN,2022-01,126.37,149,Middle East & North Africa,High income
Tonga,TON,2022-01,129.4,194,East Asia & Pacific,Upper middle income
Afghanistan,AFG,2022-01,12.76,1,South Asia,Low income
Hungary,HUN,2022-01,165.33,86,Europe & Central Asia,High income
Timor,TLS,2022-01,92.1,193,East Asia & Pacific,Lower middle income
Peru,PER,2022-01,171.51,152,Latin America & Caribbean,Upper middle income
Namibia,NAM,2022-01,29.9,139,Sub-Saharan Africa,Upper middle income
Australia,AUS,2022-01,193.37,10,East Asia & Pacific,High income
Dominican Republic,DOM,2022-01,134.41,54,Latin America & Caribbean,Upper middle income
Netherlands,NLD,2022-01,194.64,144,Europe & Central Asia,High income
New Caledonia,NCL,2022-01,125.63,140,East Asia & Pacific,High income
Spain,ESP,2022-01,192.82,59,Europe & Central Asia,High income
Ecuador,ECU,2022-01,167.86,56,Latin America & Caribbean,Upper middle income
South Africa,ZAF,2022-01,49.65,215,Sub-Saharan Africa,Upper middle income
Panama,PAN,2022-01,156.59,151,Latin America & Caribbean,Upper middle income
Bahamas,BHS,2022-01,78.82,20,Latin America & Caribbean,High income
Togo,TGO,2022-01,29.26,189,Sub-Saharan Africa,Low income
Philippines,PHL,2022-01,112.65,153,East Asia & Pacific,Lower middle income
Burundi,BDI,2022-01,0.07,13,Sub-Saharan Africa,Low income
South Sudan,SSD,2022-01,2.8,177,Sub-Saharan Africa,Low income
Armenia,ARM,2022-01,63.45,7,Europe & Central Asia,Upper middle income
Ghana,GHA,2022-01,31.56,70,Sub-Saharan Africa,Lower middle income
Qatar,QAT,2022-01,197.36,163,Middle East & North Africa,High income
Bhutan,BTN,2022-01,184.1,29,South Asia,Lower middle income
Brunei,BRN,2022-01,218.59,28,East Asia & Pacific,High income
El Salvador,SLV,2022-01,153.08,173,Latin America & Caribbean,Lower middle income
Saint Vincent and the Grenadines,VCT,2022-01,57.91,206,Latin America & Caribbean,Upper middle income
Ethiopia,ETH,2022-01,9.31,61,Sub-Saharan Africa,Low income
Niger,NER,2022-01,7.08,141,Sub-Saharan Africa,Low income
Iraq,IRQ,2022-01,37.72,92,Middle East & North Africa,Upper middle income
Zambia,ZMB,2022-01,12.61,216,Sub-Saharan Africa,Lower middle income
North Macedonia,MKD,2022-01,85.9,127,Europe & Central Asia,Upper middle income
Congo,COG,2022-01,12.13,40,Sub-Saharan Africa,Lower middle income
Mexico,MEX,2022-01,127.24,125,Latin America & Caribbean,Upper middle income
Mauritius,MUS,2022-01,159.95,136,Sub-Saharan Africa,Upper middle income
Gibraltar,GIB,2022-01,329.76,71,Europe & Central Asia,High income
Mali,MLI,2022-01,5.74,128,Sub-Saharan Africa,Low income
Zimbabwe,ZWE,2022-01,50.57,217,Sub-Saharan Africa,Lower middle income
Austria,AUT,2022-01,195.02,11,Europe & Central Asia,High income
Montenegro,MNE,2022-01,104.12,131,Europe & Central Asia,Upper middle income
Nigeria,NGA,2022-01,9.25,142,Sub-Saharan Africa,Lower middle income
Mozambique,MOZ,2022-01,61.53,134,Sub-Saharan Africa,Low income
Tanzania,TZA,2022-01,5.25,200,Sub-Saharan Africa,Lower middle income
Uzbekistan,UZB,2022-01,118.15,205,Europe & Central Asia,Lower middle income
Palestine,PSE,2022-01,65.59,161,Middle East & North Africa,Lower middle income
Dominica,DMA,2022-01,83.49,52,Latin America & Caribbean,Upper middle income
Tunisia,TUN,2022-01,106.81,196,Middle East & North Africa,Lower middle income
Saint Lucia,LCA,2022-01,58.5,111,Latin America & Caribbean,Upper middle income
Somalia,SOM,2022-01,9.84,175,Sub-Saharan Africa,Low income
Seychelles,SYC,2022-01,192.86,185,Sub-Saharan Africa,High income
Morocco,MAR,2022-01,139.45,120,Middle East & North Africa,Lower middle income
South Korea,KOR,2022-01,223.2,105,East Asia & Pacific,High income
Slovakia,SVK,2022-01,127.74,180,Europe & Central Asia,High income
Bahrain,BHR,2022-01,191.89,19,Middle East & North Africa,High income
Paraguay,PRY,2022-01,102.65,160,Latin America & Caribbean,Upper middle income
Denmark,DNK,2022-01,224.86,53,Europe & Central Asia,High income
Poland,POL,2022-01,136.42,156,Europe & Central Asia,High income
French Polynesia,PYF,2022-01,121.4,162,East Asia & Pacific,High income
Italy,ITA,2022-01,211.96,95,Europe & Central Asia,High income
Chad,TCD,2022-01,2.22,188,Sub-Saharan Africa,Low income
Liechtenstein,LIE,2022-01,179.78,112,Europe & Central Asia,High income
Lesotho,LSO,2022-01,39.74,114,Sub-Saharan Africa,Lower middle income
Guinea-Bissau,GNB,2022-01,20.82,74,Sub-Saharan Africa,Low income
Jamaica,JAM,2022-01,43.85,96,Latin America & Caribbean,Upper middle income
Bolivia,BOL,2022-01,99.67,25,Latin America & Caribbean,Lower middle income
Comoros,COM,2022-01,67.31,42,Sub-Saharan Africa,Lower middle income
Ireland,IRL,2022-01,209.06,90,Europe & Central Asia,High income
Liberia,LBR,2022-01,11.7,109,Sub-Saharan Africa,Low income
Cuba,CUB,2022-01,303.06,45,Latin America & Caribbean,Upper middle income
Greenland,GRL,2022-01,139.87,78,Europe & Central Asia,High income
Isle of Man,IMN,2022-01,216.35,88,Europe & Central Asia,High income
Central African Republic,CAF,2022-01,12.28,31,Sub-Saharan Africa,Low income
Japan,JPN,2022-01,162.86,98,East Asia & Pacific,High income
Grenada,GRD,2022-01,74.44,77,Latin America & Caribbean,Upper middle income
Sao Tome and Principe,STP,2022-01,81.59,178,Sub-Saharan Africa,Lower middle income
Ukraine,UKR,2022-01,69.71,202,Europe & Central Asia,Lower middle income
British Virgin Islands,VGB,2022-01,119.28,208,Latin America & Caribbean,High income
Taiwan,TWN,2022-01,174.64,199,East Asia & Pacific,High income
Papua New Guinea,PNG,2022-01,5.72,155,East Asia & Pacific,Lower middle income
United States,USA,2022-01,164.27,204,North America,High income
Kyrgyzstan,KGZ,2022-01,37.7,101,Europe & Central Asia,Lower middle income
Burkina Faso,BFA,2022-01,5.86,16,Sub-Saharan Africa,Low income
Belize,BLZ,2022-01,108.71,23,Latin America & Caribbean,Lower middle income
Switzerland,CHE,2022-01,175.48,33,Europe & Central Asia,High income
Bosnia and Herzegovina,BIH,2022-01,58.98,21,Europe & Central Asia,Upper middle income
Belgium,BEL,2022-01,208.01,14,Europe & Central Asia,High income
Luxembourg,LUX,2022-01,193.95,116,Europe & Central Asia,High income
Madagascar,MDG,2022-01,3.42,123,Sub-Saharan Africa,Low income
Singapore,SGP,2022-01,234.75,170,East Asia & Pacific,High income
Syria,SYR,2022-01,16.28,186,Middle East & North Africa,Low income
Angola,AGO,2022-01,42.99,2,Sub-Saharan Africa,Lower middle income
Bermuda,BMU,2022-01,194.12,24,North America,High income
Thailand,THA,2022-01,166.52,190,East Asia & Pacific,Upper middle income
Hong Kong,HKG,2022-01,147.3,82,East Asia & Pacific,High income
Iran,IRN,2022-01,154.79,91,Middle East & North Africa,Lower middle income
India,IND,2022-01,119.48,89,South Asia,Lower middle income
Cayman Islands,CYM,2022-01,205.41,47,Latin America & Caribbean,High income
Rwanda,RWA,2022-01,120.68,166,Sub-Saharan Africa,Low income
Lithuania,LTU,2022-01,164.13,115,Europe & Central Asia,High income
Greece,GRC,2022-01,186.69,76,Europe & Central Asia,High income
Honduras,HND,2022-01,98.6,83,Latin America & Caribbean,Lower middle income
Laos,LAO,2022-01,105.82,107,East Asia & Pacific,Lower middle income
Chile,CHL,2022-01,243.14,35,Latin America & Caribbean,High income
Moldova,MDA,2022-01,47.86,122,Europe & Central Asia,Upper middle income
Uganda,UGA,2022-01,26.74,201,Sub-Saharan Africa,Low income
Saudi Arabia,SAU,2022-01,160.46,167,Middle East & North Africa,High income
Malawi,MWI,2022-01,9.56,137,Sub-Saharan Africa,Low income
Faeroe Islands,FRO,2022-01,210.43,65,Europe & Central Asia,High income
Latvia,LVA,2022-01,149.33,117,Europe & Central Asia,High income
Cyprus,CYP,2022-01,189.01,48,Europe & Central Asia,High income
Kiribati,KIR,2022-01,86.14,103,East Asia & Pacific,Lower middle income
Guyana,GUY,2022-01,97.7,81,Latin America & Caribbean,Upper middle income
Colombia,COL,2022-01,139.86,41,Latin America & Caribbean,Upper middle income
Guatemala,GTM,2022-01,73.31,79,Latin America & Caribbean,Upper middle income
Saint Kitts and Nevis,KNA,2022-01,105.89,104,Latin America & Caribbean,High income
Israel,ISR,2022-01,192.6,94,Middle East & North Africa,High income
Curacao,CUW,2022-01,145.86,46,Latin America & Caribbean,High income
